source,disease,symptom_tags,symptom_text,num_symptoms
fhai50032_symptoms_to_disease_7k,Salivary Gland Cancer,signs_and_symptoms_of_a_salivary_gland_tumor_may_include:_a_lump_or_swelling_on_or_near_your_jaw_or_in_your_neck_or_mouth_numbness_in_part_of_your_face_muscle_weakness_on_one_side_of_your_face_persistent_pain_in_the_area_of_a_salivary_gland_difficulty_swallowing_trouble_opening_your_mouth_widely,signs and symptoms of a salivary gland tumor may include: a lump or swelling on or near your jaw or in your neck or mouth numbness in part of your face muscle weakness on one side of your face persistent pain in the area of a salivary gland difficulty swallowing trouble opening your mouth widely,1
fhai50032_symptoms_to_disease_7k,Salmonella,salmonella_infection_is_usually_caused_by_eating_raw_or_undercooked_meat|poultry|and_eggs_or_egg_products_or_by_drinking_unpasteurized_milk._the_incubation_period_—_the_time_between_exposure_and_illness_—_can_be_6_hours_to_6_days._often|people_who_have_salmonella_infection_think_they_have_the_stomach_flu._possible_signs_and_symptoms_of_salmonella_infection_include:_diarrhea_stomach_(abdominal)_cramps_fever_nausea_vomiting_chills_headache_blood_in_the_stool_signs_and_symptoms_of_salmonella_infection_generally_last_a_few_days_to_a_week._diarrhea_may_last_up_to_10_days|but_it_may_take_several_months_before_bowels_return_to_usual_stool_habits._a_few_varieties_of_salmonella_bacteria_result_in_typhoid_fever|a_sometimes_deadly_disease_that_is_more_common_in_developing_countries.,"salmonella infection is usually caused by eating raw or undercooked meat, poultry, and eggs or egg products or by drinking unpasteurized milk. the incubation period — the time between exposure and illness — can be 6 hours to 6 days. often, people who have salmonella infection think they have the stomach flu. possible signs and symptoms of salmonella infection include: diarrhea stomach (abdominal) cramps fever nausea vomiting chills headache blood in the stool signs and symptoms of salmonella infection generally last a few days to a week. diarrhea may last up to 10 days, but it may take several months before bowels return to usual stool habits. a few varieties of salmonella bacteria result in typhoid fever, a sometimes deadly disease that is more common in developing countries.",6
fhai50032_symptoms_to_disease_7k,Sarcoidosis,signs_and_symptoms_of_sarcoidosis_vary_depending_on_which_organs_are_affected._sarcoidosis_sometimes_develops_gradually_and_produces_symptoms_that_last_for_years._other_times|symptoms_appear_suddenly_and_then_disappear_just_as_quickly._many_people_with_sarcoidosis_have_no_symptoms|so_the_disease_may_be_discovered_only_when_a_chest_x_ray_is_done_for_another_reason._general_symptoms_sarcoidosis_can_begin_with_these_signs_and_symptoms:_fatigue_swollen_lymph_nodes_weight_loss_pain_and_swelling_in_joints|such_as_the_ankles_lung_symptoms_sarcoidosis_most_often_affects_the_lungs_and_may_cause_lung_problems|such_as:_persistent_dry_cough_shortness_of_breath_wheezing_chest_pain_skin_symptoms_sarcoidosis_may_cause_skin_problems|which_may_include:_a_rash_of_red_or_reddish_purple_bumps|usually_located_on_the_shins_or_ankles|which_may_be_warm_and_tender_to_the_touch_disfiguring_sores_(lesions)_on_the_nose|cheeks_and_ears_areas_of_skin_that_are_darker_or_lighter_in_color_growths_under_the_skin_(nodules)|particularly_around_scars_or_tattoos_eye_symptoms_sarcoidosis_can_affect_the_eyes_without_causing_any_symptoms|so_it's_important_to_have_your_eyes_checked_regularly._when_eye_signs_and_symptoms_do_occur|they_may_include:_blurred_vision_eye_pain_burning|itching_or_dry_eyes_severe_redness_sensitivity_to_light_heart_symptoms_cardiac_sarcoidosis:_a_heart_under_attack_click_here_for_an_infographic_to_learn_more_cardiac_sarcoidosis:_a_heart_under_attack_click_here_for_an_infographic_to_learn_more_signs_and_symptoms_related_to_cardiac_sarcoidosis_may_include:_chest_pain_shortness_of_breath_(dyspnea)_fainting_(syncope)_fatigue_irregular_heartbeats_(arrhythmias)_rapid_or_fluttering_heart_beat_(palpitations)_swelling_caused_by_excess_fluid_(edema)_sarcoidosis_can_also_affect_calcium_metabolism|the_nervous_system|the_liver_and_spleen|muscles|bones_and_joints|the_kidneys|lymph_nodes|or_any_other_organ.,"signs and symptoms of sarcoidosis vary depending on which organs are affected. sarcoidosis sometimes develops gradually and produces symptoms that last for years. other times, symptoms appear suddenly and then disappear just as quickly. many people with sarcoidosis have no symptoms, so the disease may be discovered only when a chest x ray is done for another reason. general symptoms sarcoidosis can begin with these signs and symptoms: fatigue swollen lymph nodes weight loss pain and swelling in joints, such as the ankles lung symptoms sarcoidosis most often affects the lungs and may cause lung problems, such as: persistent dry cough shortness of breath wheezing chest pain skin symptoms sarcoidosis may cause skin problems, which may include: a rash of red or reddish purple bumps, usually located on the shins or ankles, which may be warm and tender to the touch disfiguring sores (lesions) on the nose, cheeks and ears areas of skin that are darker or lighter in color growths under the skin (nodules), particularly around scars or tattoos eye symptoms sarcoidosis can affect the eyes without causing any symptoms, so it's important to have your eyes checked regularly. when eye signs and symptoms do occur, they may include: blurred vision eye pain burning, itching or dry eyes severe redness sensitivity to light heart symptoms cardiac sarcoidosis: a heart under attack click here for an infographic to learn more cardiac sarcoidosis: a heart under attack click here for an infographic to learn more signs and symptoms related to cardiac sarcoidosis may include: chest pain shortness of breath (dyspnea) fainting (syncope) fatigue irregular heartbeats (arrhythmias) rapid or fluttering heart beat (palpitations) swelling caused by excess fluid (edema) sarcoidosis can also affect calcium metabolism, the nervous system, the liver and spleen, muscles, bones and joints, the kidneys, lymph nodes, or any other organ.",20
fhai50032_symptoms_to_disease_7k,Sarcoma,signs_and_symptoms_of_sarcoma_include:_a_lump_that_can_be_felt_through_the_skin_that_may_or_may_not_be_painful_bone_pain_a_broken_bone_that_happens_unexpectedly|such_as_with_a_minor_injury_or_no_injury_at_all_abdominal_pain_weight_loss_causes_it's_not_clear_what_causes_most_sarcomas._in_general|cancer_forms_when_changes_(mutations)_happen_in_the_dna_within_cells._the_dna_inside_a_cell_is_packaged_into_a_large_number_of_individual_genes|each_of_which_contains_a_set_of_instructions_telling_the_cell_what_functions_to_perform|as_well_as_how_to_grow_and_divide._mutations_might_tell_cells_to_grow_and_divide_uncontrollably_and_to_continue_living_when_normal_cells_would_die._if_this_happens|the_accumulating_abnormal_cells_can_form_a_tumor._cells_can_break_away_and_spread_(metastasize)_to_other_parts_of_the_body._risk_factors_factors_that_can_increase_the_risk_of_sarcoma_include:_inherited_syndromes._some_syndromes_that_increase_the_risk_of_cancer_can_be_passed_from_parents_to_children._examples_of_syndromes_that_increase_the_risk_of_sarcoma_include_familial_retinoblastoma_and_neurofibromatosis_type_1._radiation_therapy_for_cancer._radiation_treatment_for_cancer_increases_the_risk_of_developing_a_sarcoma_later._chronic_swelling_(lymphedema)._lymphedema_is_swelling_caused_by_a_backup_of_lymph_fluid_that_occurs_when_the_lymphatic_system_is_blocked_or_damaged._it_increases_the_risk_of_a_type_of_sarcoma_called_angiosarcoma._exposure_to_chemicals._certain_chemicals|such_as_some_industrial_chemicals_and_herbicides|can_increase_the_risk_of_sarcoma_that_affects_the_liver._exposure_to_viruses._the_virus_called_human_herpesvirus_8_can_increase_the_risk_of_a_type_of_sarcoma_called_kaposi's_sarcoma_in_people_with_weakened_immune_systems._by_mayo_clinic_staff_by_mayo_clinic_staff_sarcoma_care_at_mayo_clinic,"signs and symptoms of sarcoma include: a lump that can be felt through the skin that may or may not be painful bone pain a broken bone that happens unexpectedly, such as with a minor injury or no injury at all abdominal pain weight loss causes it's not clear what causes most sarcomas. in general, cancer forms when changes (mutations) happen in the dna within cells. the dna inside a cell is packaged into a large number of individual genes, each of which contains a set of instructions telling the cell what functions to perform, as well as how to grow and divide. mutations might tell cells to grow and divide uncontrollably and to continue living when normal cells would die. if this happens, the accumulating abnormal cells can form a tumor. cells can break away and spread (metastasize) to other parts of the body. risk factors factors that can increase the risk of sarcoma include: inherited syndromes. some syndromes that increase the risk of cancer can be passed from parents to children. examples of syndromes that increase the risk of sarcoma include familial retinoblastoma and neurofibromatosis type 1. radiation therapy for cancer. radiation treatment for cancer increases the risk of developing a sarcoma later. chronic swelling (lymphedema). lymphedema is swelling caused by a backup of lymph fluid that occurs when the lymphatic system is blocked or damaged. it increases the risk of a type of sarcoma called angiosarcoma. exposure to chemicals. certain chemicals, such as some industrial chemicals and herbicides, can increase the risk of sarcoma that affects the liver. exposure to viruses. the virus called human herpesvirus 8 can increase the risk of a type of sarcoma called kaposi's sarcoma in people with weakened immune systems. by mayo clinic staff by mayo clinic staff sarcoma care at mayo clinic",8
fhai50032_symptoms_to_disease_7k,Sars,sars_usually_begins_with_flu_like_signs_and_symptoms_—_fever|chills|muscle_aches|headache_and_occasionally_diarrhea._after_about_a_week|signs_and_symptoms_include:_sars_fever_of_100.5_f_(38_c)_or_higher_dry_cough_shortness_of_breath,"sars usually begins with flu like signs and symptoms — fever, chills, muscle aches, headache and occasionally diarrhea. after about a week, signs and symptoms include: sars fever of 100.5 f (38 c) or higher dry cough shortness of breath",5
fhai50032_symptoms_to_disease_7k,Scabies,scabies_symptoms_include:_itching|often_severe_and_usually_worse_at_night_thin|wavy_tunnels_made_up_of_tiny_blisters_or_bumps_on_the_skin_scabies_is_often_found_in_the_skin_folds._but_scabies_can_appear_on_many_parts_of_the_body._in_adults_and_older_children|scabies_is_most_often_found:_between_the_fingers_and_toes_in_the_armpits_around_the_waist_along_the_insides_of_the_wrists_on_the_inner_elbows_on_the_soles_of_the_feet_on_the_chest_around_the_nipples_around_the_belly_button_around_the_genitals_in_the_groin_area_on_the_buttocks_in_infants_and_young_children|common_sites_of_scabies_usually_include_the:_fingers_face|scalp_and_neck_palms_of_the_hands_soles_of_the_feet_if_you've_had_scabies_before|symptoms_may_start_within_a_few_days_of_exposure._if_you've_never_had_scabies|it_can_take_as_long_as_six_weeks_for_symptoms_to_start._you_can_still_spread_scabies_even_if_you_don't_have_any_symptoms_yet.,"scabies symptoms include: itching, often severe and usually worse at night thin, wavy tunnels made up of tiny blisters or bumps on the skin scabies is often found in the skin folds. but scabies can appear on many parts of the body. in adults and older children, scabies is most often found: between the fingers and toes in the armpits around the waist along the insides of the wrists on the inner elbows on the soles of the feet on the chest around the nipples around the belly button around the genitals in the groin area on the buttocks in infants and young children, common sites of scabies usually include the: fingers face, scalp and neck palms of the hands soles of the feet if you've had scabies before, symptoms may start within a few days of exposure. if you've never had scabies, it can take as long as six weeks for symptoms to start. you can still spread scabies even if you don't have any symptoms yet.",8
fhai50032_symptoms_to_disease_7k,Scarlet Fever,the_signs_and_symptoms_that_give_scarlet_fever_its_name_include:_red_rash._the_rash_looks_like_a_sunburn_and_feels_like_sandpaper._it_typically_begins_on_the_face_or_neck_and_spreads_to_the_trunk|arms_and_legs._pushing_on_the_reddened_skin_makes_it_turn_pale._red_lines._the_folds_of_skin_around_the_groin|armpits|elbows|knees_and_neck_usually_become_a_deeper_red_than_the_other_areas_with_the_rash._flushed_face._the_face_may_appear_flushed_with_a_pale_ring_around_the_mouth._strawberry_tongue._the_tongue_generally_looks_red_and_bumpy|and_it's_often_covered_with_a_white_coating_early_in_the_disease._signs_and_symptoms_of_scarlet_fever_also_include:_fever_of_100.4_f_(38.0_c)_or_higher|often_with_chills_very_sore_and_red_throat|sometimes_with_white_or_yellowish_patches_difficulty_swallowing_enlarged_glands_in_the_neck_(lymph_nodes)_that_are_tender_to_the_touch_nausea_or_vomiting_belly_(abdominal)_pain_headache_and_body_aches_the_rash_and_the_redness_in_the_face_and_tongue_usually_last_about_a_week._after_these_signs_and_symptoms_have_gone_away|the_skin_affected_by_the_rash_often_peels.,"the signs and symptoms that give scarlet fever its name include: red rash. the rash looks like a sunburn and feels like sandpaper. it typically begins on the face or neck and spreads to the trunk, arms and legs. pushing on the reddened skin makes it turn pale. red lines. the folds of skin around the groin, armpits, elbows, knees and neck usually become a deeper red than the other areas with the rash. flushed face. the face may appear flushed with a pale ring around the mouth. strawberry tongue. the tongue generally looks red and bumpy, and it's often covered with a white coating early in the disease. signs and symptoms of scarlet fever also include: fever of 100.4 f (38.0 c) or higher, often with chills very sore and red throat, sometimes with white or yellowish patches difficulty swallowing enlarged glands in the neck (lymph nodes) that are tender to the touch nausea or vomiting belly (abdominal) pain headache and body aches the rash and the redness in the face and tongue usually last about a week. after these signs and symptoms have gone away, the skin affected by the rash often peels.",9
fhai50032_symptoms_to_disease_7k,Schizoaffective Disorder,schizoaffective_disorder_symptoms_may_vary_from_person_to_person._people_with_the_condition_experience_psychotic_symptoms|such_as_hallucinations_or_delusions|as_well_as_symptoms_of_a_mood_disorder_—_either_bipolar_type_(episodes_of_mania_and_sometimes_depression)_or_depressive_type_(episodes_of_depression)._although_the_development_and_course_of_schizoaffective_disorder_may_vary|defining_features_include_a_major_mood_episode_(depressed_or_manic_mood)_and_at_least_a_two_week_period_of_psychotic_symptoms_when_a_major_mood_episode_is_not_present._signs_and_symptoms_of_schizoaffective_disorder_depend_on_the_type_—_bipolar_or_depressive_type_—_and_may_include|among_others:_delusions_—_having_false|fixed_beliefs|despite_evidence_to_the_contrary_hallucinations|such_as_hearing_voices_or_seeing_things_that_aren't_there_impaired_communication_and_speech|such_as_being_incoherent_bizarre_or_unusual_behavior_symptoms_of_depression|such_as_feeling_empty|sad_or_worthless_periods_of_manic_mood|with_an_increase_in_energy_and_a_decreased_need_for_sleep_over_several_days|and_behaviors_that_are_out_of_character_impaired_occupational|academic_and_social_functioning_problems_with_managing_personal_care|including_cleanliness_and_physical_appearance,"schizoaffective disorder symptoms may vary from person to person. people with the condition experience psychotic symptoms, such as hallucinations or delusions, as well as symptoms of a mood disorder — either bipolar type (episodes of mania and sometimes depression) or depressive type (episodes of depression). although the development and course of schizoaffective disorder may vary, defining features include a major mood episode (depressed or manic mood) and at least a two week period of psychotic symptoms when a major mood episode is not present. signs and symptoms of schizoaffective disorder depend on the type — bipolar or depressive type — and may include, among others: delusions — having false, fixed beliefs, despite evidence to the contrary hallucinations, such as hearing voices or seeing things that aren't there impaired communication and speech, such as being incoherent bizarre or unusual behavior symptoms of depression, such as feeling empty, sad or worthless periods of manic mood, with an increase in energy and a decreased need for sleep over several days, and behaviors that are out of character impaired occupational, academic and social functioning problems with managing personal care, including cleanliness and physical appearance",15
fhai50032_symptoms_to_disease_7k,Schizoid Personality Disorder,if_you_have_schizoid_personality_disorder|it's_likely_that_you:_prefer_being_alone_and_choose_to_do_activities_alone_don't_want_or_enjoy_close_relationships_feel_little_if_any_desire_for_sexual_relationships_feel_like_you_can't_experience_pleasure_have_difficulty_expressing_emotions_and_reacting_appropriately_to_situations_may_seem_humorless|indifferent_or_emotionally_cold_to_others_may_appear_to_lack_motivation_and_goals_don't_react_to_praise_or_critical_remarks_from_others_schizoid_personality_disorder_usually_begins_by_early_adulthood|though_some_features_may_be_noticeable_during_childhood._these_features_may_cause_you_to_have_trouble_functioning_well_in_school|a_job|socially_or_in_other_areas_of_life._however|you_may_do_reasonably_well_in_your_job_if_you_mostly_work_alone._schizotypal_personality_disorder_and_schizophrenia_although_a_different_disorder|schizoid_personality_disorder_can_have_some_similar_symptoms_to_schizotypal_personality_disorder_and_schizophrenia|such_as_a_severely_limited_ability_to_make_social_connections_and_a_lack_of_emotional_expression._people_with_these_disorders_may_be_viewed_as_odd_or_eccentric._even_though_the_names_may_sound_similar|unlike_schizotypal_personality_disorder_and_schizophrenia|people_with_schizoid_personality_disorder:_are_in_touch_with_reality|so_they're_unlikely_to_experience_paranoia_or_hallucinations_make_sense_when_they_speak_(although_the_tone_may_not_be_lively)|so_they_don't_have_conversational_patterns_that_are_strange_and_hard_to_follow_when_to_see_a_doctor_people_with_schizoid_personality_disorder_usually_only_seek_treatment_for_a_related_problem|such_as_depression._if_someone_close_to_you_has_urged_you_to_seek_help_for_symptoms_common_to_schizoid_personality_disorder|make_an_appointment_with_a_health_care_or_mental_health_professional._if_you_suspect_a_loved_one_may_have_schizoid_personality_disorder|gently_suggest_that_the_person_seek_medical_attention._it_might_help_to_offer_to_go_along_to_the_first_appointment.,"if you have schizoid personality disorder, it's likely that you: prefer being alone and choose to do activities alone don't want or enjoy close relationships feel little if any desire for sexual relationships feel like you can't experience pleasure have difficulty expressing emotions and reacting appropriately to situations may seem humorless, indifferent or emotionally cold to others may appear to lack motivation and goals don't react to praise or critical remarks from others schizoid personality disorder usually begins by early adulthood, though some features may be noticeable during childhood. these features may cause you to have trouble functioning well in school, a job, socially or in other areas of life. however, you may do reasonably well in your job if you mostly work alone. schizotypal personality disorder and schizophrenia although a different disorder, schizoid personality disorder can have some similar symptoms to schizotypal personality disorder and schizophrenia, such as a severely limited ability to make social connections and a lack of emotional expression. people with these disorders may be viewed as odd or eccentric. even though the names may sound similar, unlike schizotypal personality disorder and schizophrenia, people with schizoid personality disorder: are in touch with reality, so they're unlikely to experience paranoia or hallucinations make sense when they speak (although the tone may not be lively), so they don't have conversational patterns that are strange and hard to follow when to see a doctor people with schizoid personality disorder usually only seek treatment for a related problem, such as depression. if someone close to you has urged you to seek help for symptoms common to schizoid personality disorder, make an appointment with a health care or mental health professional. if you suspect a loved one may have schizoid personality disorder, gently suggest that the person seek medical attention. it might help to offer to go along to the first appointment.",16
fhai50032_symptoms_to_disease_7k,Schizophrenia,schizophrenia_involves_a_range_of_problems_with_thinking_(cognition)|behavior_and_emotions._signs_and_symptoms_may_vary|but_usually_involve_delusions|hallucinations_or_disorganized_speech|and_reflect_an_impaired_ability_to_function._symptoms_may_include:_delusions._these_are_false_beliefs_that_are_not_based_in_reality._for_example|you_think_that_you're_being_harmed_or_harassed;_certain_gestures_or_comments_are_directed_at_you;_you_have_exceptional_ability_or_fame;_another_person_is_in_love_with_you;_or_a_major_catastrophe_is_about_to_occur._delusions_occur_in_most_people_with_schizophrenia._hallucinations._these_usually_involve_seeing_or_hearing_things_that_don't_exist._yet_for_the_person_with_schizophrenia|they_have_the_full_force_and_impact_of_a_normal_experience._hallucinations_can_be_in_any_of_the_senses|but_hearing_voices_is_the_most_common_hallucination._disorganized_thinking_(speech)._disorganized_thinking_is_inferred_from_disorganized_speech._effective_communication_can_be_impaired|and_answers_to_questions_may_be_partially_or_completely_unrelated._rarely|speech_may_include_putting_together_meaningless_words_that_can't_be_understood|sometimes_known_as_word_salad._extremely_disorganized_or_abnormal_motor_behavior._this_may_show_in_a_number_of_ways|from_childlike_silliness_to_unpredictable_agitation._behavior_isn't_focused_on_a_goal|so_it's_hard_to_do_tasks._behavior_can_include_resistance_to_instructions|inappropriate_or_bizarre_posture|a_complete_lack_of_response|or_useless_and_excessive_movement._negative_symptoms._this_refers_to_reduced_or_lack_of_ability_to_function_normally._for_example|the_person_may_neglect_personal_hygiene_or_appear_to_lack_emotion_(doesn't_make_eye_contact|doesn't_change_facial_expressions_or_speaks_in_a_monotone)._also|the_person_may_lose_interest_in_everyday_activities|socially_withdraw_or_lack_the_ability_to_experience_pleasure._symptoms_can_vary_in_type_and_severity_over_time|with_periods_of_worsening_and_remission_of_symptoms._some_symptoms_may_always_be_present._in_men|schizophrenia_symptoms_typically_start_in_the_early_to_mid_20s._in_women|symptoms_typically_begin_in_the_late_20s._it's_uncommon_for_children_to_be_diagnosed_with_schizophrenia_and_rare_for_those_older_than_age_45._symptoms_in_teenagers_schizophrenia_symptoms_in_teenagers_are_similar_to_those_in_adults|but_the_condition_may_be_more_difficult_to_recognize._this_may_be_in_part_because_some_of_the_early_symptoms_of_schizophrenia_in_teenagers_are_common_for_typical_development_during_teen_years|such_as:_withdrawal_from_friends_and_family_a_drop_in_performance_at_school_trouble_sleeping_irritability_or_depressed_mood_lack_of_motivation_also|recreational_substance_use|such_as_marijuana|methamphetamines_or_lsd|can_sometimes_cause_similar_signs_and_symptoms._compared_with_schizophrenia_symptoms_in_adults|teens_may_be:_less_likely_to_have_delusions_more_likely_to_have_visual_hallucinations,"schizophrenia involves a range of problems with thinking (cognition), behavior and emotions. signs and symptoms may vary, but usually involve delusions, hallucinations or disorganized speech, and reflect an impaired ability to function. symptoms may include: delusions. these are false beliefs that are not based in reality. for example, you think that you're being harmed or harassed; certain gestures or comments are directed at you; you have exceptional ability or fame; another person is in love with you; or a major catastrophe is about to occur. delusions occur in most people with schizophrenia. hallucinations. these usually involve seeing or hearing things that don't exist. yet for the person with schizophrenia, they have the full force and impact of a normal experience. hallucinations can be in any of the senses, but hearing voices is the most common hallucination. disorganized thinking (speech). disorganized thinking is inferred from disorganized speech. effective communication can be impaired, and answers to questions may be partially or completely unrelated. rarely, speech may include putting together meaningless words that can't be understood, sometimes known as word salad. extremely disorganized or abnormal motor behavior. this may show in a number of ways, from childlike silliness to unpredictable agitation. behavior isn't focused on a goal, so it's hard to do tasks. behavior can include resistance to instructions, inappropriate or bizarre posture, a complete lack of response, or useless and excessive movement. negative symptoms. this refers to reduced or lack of ability to function normally. for example, the person may neglect personal hygiene or appear to lack emotion (doesn't make eye contact, doesn't change facial expressions or speaks in a monotone). also, the person may lose interest in everyday activities, socially withdraw or lack the ability to experience pleasure. symptoms can vary in type and severity over time, with periods of worsening and remission of symptoms. some symptoms may always be present. in men, schizophrenia symptoms typically start in the early to mid 20s. in women, symptoms typically begin in the late 20s. it's uncommon for children to be diagnosed with schizophrenia and rare for those older than age 45. symptoms in teenagers schizophrenia symptoms in teenagers are similar to those in adults, but the condition may be more difficult to recognize. this may be in part because some of the early symptoms of schizophrenia in teenagers are common for typical development during teen years, such as: withdrawal from friends and family a drop in performance at school trouble sleeping irritability or depressed mood lack of motivation also, recreational substance use, such as marijuana, methamphetamines or lsd, can sometimes cause similar signs and symptoms. compared with schizophrenia symptoms in adults, teens may be: less likely to have delusions more likely to have visual hallucinations",30
fhai50032_symptoms_to_disease_7k,Schizotypal Personality Disorder,schizotypal_personality_disorder_typically_includes_five_or_more_of_these_signs_and_symptoms:_being_a_loner_and_lacking_close_friends_outside_of_the_immediate_family_flat_emotions_or_limited_or_inappropriate_emotional_responses_persistent_and_excessive_social_anxiety_incorrect_interpretation_of_events|such_as_a_feeling_that_something_that_is_actually_harmless_or_inoffensive_has_a_direct_personal_meaning_peculiar|eccentric_or_unusual_thinking|beliefs_or_mannerisms_suspicious_or_paranoid_thoughts_and_constant_doubts_about_the_loyalty_of_others_belief_in_special_powers|such_as_mental_telepathy_or_superstitions_unusual_perceptions|such_as_sensing_an_absent_person's_presence_or_having_illusions_dressing_in_peculiar_ways|such_as_appearing_unkempt_or_wearing_oddly_matched_clothes_peculiar_style_of_speech|such_as_vague_or_unusual_patterns_of_speaking|or_rambling_oddly_during_conversations_signs_and_symptoms_of_schizotypal_personality_disorder|such_as_increased_interest_in_solitary_activities_or_a_high_level_of_social_anxiety|may_be_seen_in_the_teen_years._the_child_may_be_an_underperformer_in_school_or_appear_socially_out_of_step_with_peers|which_may_result_in_teasing_or_bullying._schizotypal_personality_disorder_vs._schizophrenia_schizotypal_personality_disorder_can_easily_be_confused_with_schizophrenia|a_severe_mental_illness_in_which_people_lose_contact_with_reality_(psychosis)._while_people_with_schizotypal_personality_disorder_may_experience_brief_psychotic_episodes_with_delusions_or_hallucinations|the_episodes_are_not_as_frequent|prolonged_or_intense_as_in_schizophrenia._another_key_distinction_is_that_people_with_schizotypal_personality_disorder_usually_can_be_made_aware_of_the_difference_between_their_distorted_ideas_and_reality._those_with_schizophrenia_generally_can't_be_swayed_away_from_their_delusions._despite_the_differences|people_with_schizotypal_personality_disorder_can_benefit_from_treatments_similar_to_those_used_for_schizophrenia._schizotypal_personality_disorder_is_sometimes_considered_to_be_on_a_spectrum_with_schizophrenia|with_schizotypal_personality_disorder_viewed_as_less_severe.,"schizotypal personality disorder typically includes five or more of these signs and symptoms: being a loner and lacking close friends outside of the immediate family flat emotions or limited or inappropriate emotional responses persistent and excessive social anxiety incorrect interpretation of events, such as a feeling that something that is actually harmless or inoffensive has a direct personal meaning peculiar, eccentric or unusual thinking, beliefs or mannerisms suspicious or paranoid thoughts and constant doubts about the loyalty of others belief in special powers, such as mental telepathy or superstitions unusual perceptions, such as sensing an absent person's presence or having illusions dressing in peculiar ways, such as appearing unkempt or wearing oddly matched clothes peculiar style of speech, such as vague or unusual patterns of speaking, or rambling oddly during conversations signs and symptoms of schizotypal personality disorder, such as increased interest in solitary activities or a high level of social anxiety, may be seen in the teen years. the child may be an underperformer in school or appear socially out of step with peers, which may result in teasing or bullying. schizotypal personality disorder vs. schizophrenia schizotypal personality disorder can easily be confused with schizophrenia, a severe mental illness in which people lose contact with reality (psychosis). while people with schizotypal personality disorder may experience brief psychotic episodes with delusions or hallucinations, the episodes are not as frequent, prolonged or intense as in schizophrenia. another key distinction is that people with schizotypal personality disorder usually can be made aware of the difference between their distorted ideas and reality. those with schizophrenia generally can't be swayed away from their delusions. despite the differences, people with schizotypal personality disorder can benefit from treatments similar to those used for schizophrenia. schizotypal personality disorder is sometimes considered to be on a spectrum with schizophrenia, with schizotypal personality disorder viewed as less severe.",17
fhai50032_symptoms_to_disease_7k,Sciatica,sciatica_pain_can_be_almost_anywhere_along_the_nerve_pathway._it's_especially_likely_to_follow_a_path_from_the_low_back_to_the_buttock_and_the_back_of_a_thigh_and_calf._the_pain_can_vary_from_a_mild_ache_to_a_sharp|burning_pain._sometimes_it_can_feel_like_a_jolt_or_electric_shock._it_can_be_worse_when_coughing_or_sneezing_or_sitting_a_long_time._usually|sciatica_affects_only_one_side_of_the_body._some_people_also_have_numbness|tingling_or_muscle_weakness_in_the_leg_or_foot._one_part_of_the_leg_can_be_in_pain|while_another_part_can_feel_numb.,"sciatica pain can be almost anywhere along the nerve pathway. it's especially likely to follow a path from the low back to the buttock and the back of a thigh and calf. the pain can vary from a mild ache to a sharp, burning pain. sometimes it can feel like a jolt or electric shock. it can be worse when coughing or sneezing or sitting a long time. usually, sciatica affects only one side of the body. some people also have numbness, tingling or muscle weakness in the leg or foot. one part of the leg can be in pain, while another part can feel numb.",5
